nome_municipio,sigla_uf,taxa_ano_anterior,meta_alfabetizacao,risco_%
Mulungu do Morro,BA,22.47,29.66,18.8
Peri Mirim,MA,35.34,42.07,18.8
Nossa Senhora de Nazaré,PI,21.74,28.91,18.8
Crisópolis,BA,50.31,55.2,18.8
Iguaraçu,PR,50.91,55.71,18.8
Flores,PE,74.26,75.14,18.8
São Rafael,RN,19.8,26.88,18.7
Piedade de Ponte Nova,MG,35.21,41.95,18.7
São Bernardo,MA,74.43,75.28,18.7
Parecis,RO,61.04,64.17,18.7
Campina das Missões,RS,91.99,80.0,18.7
Gameleiras,MG,62.54,47.75,18.7
Coimbra,MG,76.92,77.38,18.6
Nova Nazaré,MT,45.8,51.34,18.6
Paquetá,PI,100.0,80.0,18.6
Marcelino Vieira,RN,25.17,34.1,18.5
Palhano,CE,70.54,72.04,18.5
Frei Paulo,SE,25.6,26.27,18.5
Colméia,TO,48.45,53.62,18.5
Iraquara,BA,38.87,45.26,18.5
Frei Gaspar,MG,51.82,56.48,18.4
Goianá,MG,75.0,75.76,18.4
Bandeirantes do Tocantins,TO,35.63,42.34,18.4
Coroatá,MA,41.49,47.59,18.4
Grossos,RN,57.4,46.65,18.4
Querência,MT,57.84,61.52,18.4
Ribeiro Gonçalves,PI,88.78,80.0,18.4
Iturama,MG,55.84,59.85,18.4
Pilão Arcado,BA,23.9,31.12,18.3
Geminiano,PI,19.5,26.56,18.3
Rosário da Limeira,MG,55.93,59.92,18.3
Serrinha,BA,25.2,32.42,18.3
Bom Despacho,MG,52.46,48.79,18.3
Picuí,PB,52.51,57.06,18.3
Fortuna de Minas,MG,59.25,62.69,18.3
Ibiá,MG,52.52,57.07,18.3
Loreto,MA,38.8,45.2,18.2
Pequizeiro,TO,35.23,41.97,18.2
Comercinho,MG,58.27,61.87,18.2
Itapebi,BA,14.97,21.57,18.2
Piritiba,BA,43.07,48.97,18.1
Santo Antônio dos Lopes,MA,52.71,57.23,18.1
Assaré,CE,90.73,80.0,18.1
Caputira,MG,59.39,62.8,18.1
Varzelândia,MG,52.13,52.18,18.0
Nova Soure,BA,22.14,29.32,18.0
Mascote,BA,22.32,29.51,17.9
Viçosa do Ceará,CE,88.59,80.0,17.9
Novo Oriente de Minas,MG,53.59,50.62,17.9
Socorro do Piauí,PI,68.44,70.3,17.9
Araguatins,TO,35.15,41.9,17.8
Antonina,PR,66.31,68.53,17.8
Licínio de Almeida,BA,75.0,75.76,17.8
Almino Afonso,RN,25.56,17.02,17.8
Teotônio Vilela,AL,52.48,57.03,17.7
Januária,MG,41.15,27.24,17.7
Pontal do Araguaia,MT,69.67,71.32,17.7
Mirador,PR,70.36,71.89,17.6
Moreilândia,PE,44.18,49.94,17.6
Guarinos,GO,52.38,56.95,17.5
São João Nepomuceno,MG,68.55,70.39,17.5
Pium,TO,21.88,29.05,17.5
Messias Targino,RN,17.11,23.97,17.5
Senador Rui Palmeira,AL,51.9,56.54,17.5
Alto Alegre dos Parecis,RO,69.52,71.19,17.4
Brejo do Cruz,PB,53.57,57.95,17.4
Brazópolis,MG,50.86,55.66,17.4
Guaraci,PR,72.75,73.88,17.3
São José do Campestre,RN,29.87,25.0,17.3
Pedro Avelino,RN,23.2,26.54,17.3
Campinas,SP,54.88,47.76,17.2
Japorã,MS,21.39,18.91,17.2
Antônio Martins,RN,40.99,32.45,17.2
Três Corações,MG,50.69,55.52,17.2
Campos Borges,RS,45.66,33.67,17.2
Passo de Camaragibe,AL,42.03,48.06,17.2
Salto da Divisa,MG,43.75,49.57,17.1
Campo Maior,PI,52.24,56.83,17.1
Indianópolis,MG,43.12,49.02,17.1
Jundiaí do Sul,PR,56.84,60.68,17.1
Luís Domingues,MA,76.93,77.39,17.1
Faria Lemos,MG,14.74,21.31,17.0
Angicos,RN,28.34,26.39,16.9
Araponga,MG,73.3,52.43,16.8
Santa Cruz dos Milagres,PI,52.44,57.0,16.8
Santana do Matos,RN,33.17,28.87,16.8
Bonfim do Piauí,PI,50.63,55.47,16.8
Capinópolis,MG,51.19,55.94,16.7
Manari,PE,56.89,60.73,16.6
Belém do Brejo do Cruz,PB,57.5,61.23,16.6
Santa Helena,MA,57.13,60.93,16.6
Chapadão do Lageado,SC,52.44,57.0,16.6
Ribeira do Piauí,PI,57.75,61.44,16.5
Riacho de Santana,BA,42.15,48.17,16.5
Sossêgo,PB,18.45,25.43,16.3
Poço Redondo,SE,16.35,23.75,16.3
Capitão Gervásio Oliveira,PI,65.3,67.7,16.3
Conselheiro Pena,MG,69.86,69.02,16.3
Porto Franco,MA,58.08,61.72,16.1
Lidianópolis,PR,92.58,80.0,16.1
Martinho Campos,MG,61.19,60.0,16.0
Montalvânia,MG,52.48,53.65,16.0
São Luís Gonzaga do Maranhão,MA,74.81,75.6,16.0
Araçuaí,MG,61.31,50.02,16.0
Campo Novo de Rondônia,RO,59.32,62.75,15.9
Vitor Meireles,SC,44.55,50.26,15.8
Águia Branca,ES,92.32,80.0,15.8
São José do Divino,PI,100.0,80.0,15.7
Redenção do Gurguéia,PI,99.0,80.0,15.6
Tamandaré,PE,44.9,50.56,15.6
Goioxim,PR,92.63,80.0,15.5
Bom Conselho,PE,59.98,63.29,15.4
São José do Calçado,ES,74.52,75.36,15.4
São José do Mantimento,MG,47.74,53.01,15.3
Amarante do Maranhão,MA,45.63,51.2,15.3
Jequitibá,MG,52.44,57.0,15.2
Acaraú,CE,95.81,80.0,15.2
Água Limpa,GO,69.57,71.23,15.2
Rio Pomba,MG,65.31,67.71,15.1
Serra do Salitre,MG,59.88,63.21,15.0
Cáceres,MT,47.53,52.83,15.0
Conceição das Pedras,MG,57.92,61.58,15.0
Albertina,MG,69.57,71.23,14.9
São Mateus do Maranhão,MA,64.56,67.09,14.8
São Francisco do Brejão,MA,62.65,65.51,14.8
Xambioá,TO,22.0,29.18,14.8
Santana do Seridó,RN,52.34,56.91,14.8
Alagoa Nova,PB,38.94,45.33,14.7
Divisópolis,MG,42.46,48.44,14.7
Laranjeiras,SE,21.67,23.05,14.7
Governador Jorge Teixeira,RO,65.11,67.54,14.7
Rio do Fogo,RN,14.85,21.44,14.7
Forquilha,CE,100.0,80.0,14.7
Nova Olinda,CE,100.0,80.0,14.7
Canápolis,MG,47.61,51.07,14.6
Souto Soares,BA,25.49,32.71,14.6
Itapeva,MG,52.0,56.63,14.5
Alvorada,TO,47.86,53.11,14.4
Trairi,CE,89.87,80.0,14.4
Dom Expedito Lopes,PI,77.13,77.56,14.3
Planalto da Serra,MT,58.62,62.17,14.3
Estrela do Sul,MG,55.81,52.24,14.2
Itaporanga,PB,17.96,24.9,14.2
Ribamar Fiquene,MA,54.24,58.51,14.2
Muçum,RS,50.88,55.68,14.2
Pejuçara,RS,74.31,64.52,14.1
Padre Marcos,PI,86.44,80.0,14.1
Sátiro Dias,BA,15.36,22.02,14.1
Lagoa do Mato,MA,85.96,80.0,14.0
Cachoeira,BA,24.85,32.07,14.0
Pedra Dourada,MG,53.74,58.09,14.0
Uarini,AM,23.33,19.75,13.9
Crato,CE,93.55,80.0,13.9
Paramoti,CE,98.85,80.0,13.9
Santa Cruz do Piauí,PI,95.61,80.0,13.9
São José do Bonfim,PB,11.97,18.06,13.9
Sertãozinho,PB,52.0,56.63,13.9
Jurema,PI,96.41,80.0,13.9
Cuiabá,MT,54.25,58.26,13.8
Pinhão,SE,16.22,22.98,13.8
Embu-Guaçu,SP,57.31,51.94,13.8
Caseara,TO,17.04,23.89,13.8
Itapiúna,CE,96.14,80.0,13.8
Conceição do Lago-Açu,MA,43.89,49.69,13.8
Tururu,CE,89.24,80.0,13.6
Nossa Senhora do Livramento,MT,68.42,70.38,13.6
Padre Carvalho,MG,56.89,52.45,13.6
Cariri do Tocantins,TO,15.77,22.48,13.5
Naviraí,MS,60.27,63.53,13.5
Pentecoste,CE,93.06,80.0,13.4
Jardim Olinda,PR,50.0,54.93,13.4
Jaguaribara,CE,89.41,80.0,13.4
Amparo,SP,57.7,56.97,13.3
Telha,SE,17.39,24.28,13.3
Guiricema,MG,44.72,50.41,13.2
Cedro,CE,96.63,80.0,13.1
Cardoso,SP,69.75,70.71,13.1
Santa Inês,PB,52.66,57.18,13.1
Congo,PB,49.32,54.36,13.0
Lavras do Sul,RS,57.89,61.56,13.0
Augusto de Lima,MG,48.19,53.39,13.0
Aripuanã,MT,60.16,63.44,12.9
São Domingos do Prata,MG,69.05,70.8,12.9
Caparaó,MG,60.15,63.44,12.9
Piquet Carneiro,CE,100.0,80.0,12.9
Aracati,CE,89.12,80.0,12.9
Tibau do Sul,RN,17.6,24.51,12.8
Camocim,CE,94.5,80.0,12.7
Amaraji,PE,68.74,70.55,12.6
Gameleira,PE,58.54,62.1,12.6
Marcolândia,PI,98.87,80.0,12.5
Nova Olímpia,MT,50.74,55.56,12.5
Palmácia,CE,98.68,80.0,12.5
Maracás,BA,52.47,57.02,12.4
Rodeiro,MG,44.73,50.42,12.4
Landri Sales,PI,97.9,80.0,12.4
Anaurilândia,MS,65.19,67.61,12.4
Ibiara,PB,13.07,19.37,12.3
Theobroma,RO,50.7,55.53,12.3
Belém de Maria,PE,71.24,72.62,12.3
Cascavel,CE,87.56,80.0,12.2
Nova Ibiá,BA,50.34,55.22,12.2
Manhuaçu,MG,57.2,53.58,12.1
Monsenhor Hipólito,PI,100.0,80.0,12.1
Fronteiras,PI,98.26,80.0,12.1
Nossa Senhora de Lourdes,SE,19.15,26.18,12.0
Belém do Piauí,PI,100.0,80.0,12.0
Curral Novo do Piauí,PI,16.11,22.86,11.9
Juatuba,MG,47.58,52.87,11.9
Lagoa do Sítio,PI,12.7,18.93,11.9
Almas,TO,15.92,22.65,11.8
Baixio,CE,97.63,80.0,11.7
Capitão de Campos,PI,53.68,58.04,11.7
Conceição do Araguaia,PA,38.75,45.08,11.7
Porteiras,CE,93.46,80.0,11.6
Ouro Verde,SC,44.56,50.27,11.6
Catolândia,BA,10.48,16.24,11.6
Altaneira,CE,100.0,80.0,11.6
Aporá,BA,17.78,24.7,11.5
Limoeiro do Norte,CE,87.84,80.0,11.5
Ipanguaçu,RN,18.04,20.1,11.4
Eusébio,CE,92.64,80.0,11.2
Palmeiras do Tocantins,TO,18.11,25.06,11.2
Umari,CE,87.59,80.0,11.2
Ubajara,CE,96.98,80.0,11.1
Guaramiranga,CE,91.67,59.66,10.9
Santa Fé do Araguaia,TO,16.67,23.48,10.9
Muribeca,SE,10.0,15.64,10.9
Bela Cruz,CE,95.85,80.0,10.8
Lagoa do Piauí,PI,7.17,11.95,10.8
São Domingos do Cariri,PB,95.45,80.0,10.7
Prata do Piauí,PI,14.28,20.78,10.7
Major Gercino,SC,51.4,56.12,10.6
Macajuba,BA,18.56,25.55,10.5
Mirante do Paranapanema,SP,87.77,80.0,10.5
Esperança Nova,PR,42.11,48.13,10.4
Parelhas,RN,57.67,49.2,10.2
Canudos,BA,18.85,25.86,10.2
Lucrécia,RN,22.8,7.94,10.2
Angélica,MS,92.96,80.0,10.0
Itaiçaba,CE,91.32,80.0,10.0
Centro do Guilherme,MA,92.92,80.0,9.9
Paracuru,CE,94.86,80.0,9.9
Horizonte,CE,93.36,80.0,9.9
Francisco Dantas,RN,45.0,50.65,9.7
Cruzília,MG,89.61,80.0,9.7
Pau D'Arco,TO,6.51,11.05,9.6
Macururé,BA,4.65,8.39,9.6
Sardoá,MG,45.8,51.34,9.5
Palmeirais,PI,50.9,55.7,9.5
Lago do Junco,MA,100.0,80.0,9.5
Várzea Alegre,CE,95.17,80.0,9.2
Bernardo do Mearim,MA,12.84,19.1,9.0
Jaguaretama,CE,94.68,80.0,9.0
Ibiapina,CE,94.97,80.0,9.0
Araguaiana,MT,100.0,80.0,9.0
Aramari,BA,21.73,28.9,8.9
Nova Aurora,GO,14.29,20.79,8.9
Crateús,CE,97.08,80.0,8.8
Santa Bárbara do Monte Verde,MG,51.99,56.62,8.8
Jardim de Angicos,RN,16.62,23.43,8.6
Santa Cecília,PB,13.38,19.74,8.6
Caldeirão Grande do Piauí,PI,100.0,80.0,8.5
Potiretama,CE,100.0,80.0,8.5
Bacurituba,MA,88.89,80.0,8.4
Barra do Ouro,TO,11.92,18.0,8.4
Muricilândia,TO,17.89,24.82,8.4
Água Comprida,MG,96.84,80.0,8.3
São José dos Basílios,MA,12.94,19.22,8.3
Tarrafas,CE,95.11,80.0,8.2
Japi,RN,16.49,21.97,8.0
Brejo dos Santos,PB,45.49,51.07,7.8
São Gonçalo do Piauí,PI,94.18,80.0,7.6
Palmeirante,TO,9.01,14.38,7.5
Viana,MA,58.28,61.88,7.5
Torixoréu,MT,95.14,80.0,7.5
Campos Lindos,TO,16.16,22.91,7.5
Pacatuba,SE,16.9,23.74,7.3
Ipu,CE,94.21,80.0,7.2
Cuité de Mamanguape,PB,10.33,16.05,7.2
Jaraguá do Sul,SC,72.77,73.91,7.2
Serra da Raiz,PB,17.39,24.28,7.1
Serra Redonda,PB,14.55,21.09,6.9
Goiatins,TO,12.54,18.74,6.8
Riacho Frio,PI,98.41,80.0,6.7
Pires Ferreira,CE,99.14,80.0,6.6
Vila Flor,RN,19.38,26.43,6.3
São Miguel de Taipu,PB,10.07,15.73,6.2
Milagres do Maranhão,MA,100.0,80.0,6.0
Pereiro,CE,95.85,80.0,6.0
Maurilândia do Tocantins,TO,19.32,26.36,5.9
Granja,CE,93.26,80.0,5.9
Nova Russas,CE,96.69,80.0,5.8
Princesa Isabel,PB,96.69,80.0,5.8
Moraújo,CE,98.91,80.0,5.7
Duas Estradas,PB,11.05,16.94,5.7
Itapuã do Oeste,RO,98.79,80.0,5.7
Porto Alegre do Tocantins,TO,7.57,12.49,5.6
São Benedito,CE,96.53,80.0,5.6
Sobral,CE,98.74,80.0,5.4
Saúde,BA,15.02,21.63,5.4
Retirolândia,BA,18.48,25.46,5.3
Igarapé Grande,MA,97.77,80.0,5.2
Rio da Conceição,TO,17.56,24.46,5.2
Choró,CE,97.81,80.0,5.1
Santana do Acaraú,CE,99.18,80.0,5.1
Paraipaba,CE,98.24,80.0,5.1
Deputado Irapuan Pinheiro,CE,98.65,80.0,5.0
Filadélfia,BA,18.28,25.25,5.0
Monsenhor Tabosa,CE,96.7,80.0,5.0
Oeiras do Pará,PA,18.54,25.53,4.9
Morrinhos,CE,98.9,80.0,4.7
Ponte Alta do Bom Jesus,TO,9.52,15.03,4.7
Farias Brito,CE,98.01,80.0,4.6
Independência,CE,98.8,80.0,4.5
Martinópole,CE,98.47,80.0,4.5
Massapê,CE,99.41,80.0,4.5
Meruoca,CE,98.47,80.0,4.5
Santa Quitéria,CE,98.21,80.0,4.5
Mercês,MG,98.41,80.0,4.5
Cariús,CE,97.11,80.0,4.5
Chorozinho,CE,98.33,80.0,4.4
Croatá,CE,98.5,80.0,4.4
Vargem Grande,MA,98.85,80.0,4.3
Senador Sá,CE,99.07,80.0,4.3
Ararendá,CE,98.92,80.0,4.3
Satubinha,MA,100.0,80.0,4.2
Catunda,CE,100.0,80.0,4.2
Coreaú,CE,100.0,80.0,4.2
Frecheirinha,CE,99.67,80.0,4.2
Antonina do Norte,CE,97.31,80.0,4.1
Ipaporanga,CE,97.47,80.0,4.0
Ererê,CE,98.58,80.0,4.0
Alto Santo,CE,99.61,80.0,3.9
Tamboril,CE,97.16,80.0,3.9
Graça,CE,98.41,80.0,3.9
Recursolândia,TO,4.56,8.25,3.7
Araguanã,MA,98.19,80.0,3.7
Itatira,CE,99.62,80.0,3.7
Groaíras,CE,99.15,80.0,3.6
Bom Jesus,PI,99.08,80.0,3.5
Madalena,CE,97.67,80.0,3.5
Iracema,CE,98.61,80.0,3.5
Barroquinha,CE,96.36,80.0,3.5
Guaraciaba do Norte,CE,98.55,80.0,3.4
Irauçuba,CE,96.53,80.0,3.3
Coronel Pacheco,MG,100.0,80.0,3.3
Pedra Branca,CE,99.44,80.0,3.2
Reriutaba,CE,99.52,80.0,3.2
Varjota,CE,99.57,80.0,3.2
Alcântaras,CE,97.81,80.0,3.1
Jijoca de Jericoacoara,CE,99.76,80.0,3.1
Canindé,CE,96.87,80.0,3.0
Caridade,CE,96.73,80.0,2.7
Salitre,CE,96.62,80.0,2.7
Arataca,BA,16.86,23.69,2.5
Quixeramobim,CE,98.53,80.0,2.4
Solonópole,CE,98.1,80.0,2.4
Quiterianópolis,CE,97.37,80.0,2.1
Bento Fernandes,RN,14.89,21.48,2.1
Hidrolândia,CE,99.02,80.0,1.9
Mucambo,CE,97.92,80.0,1.8
Fortim,CE,97.52,80.0,1.8
Ipueiras,CE,97.9,80.0,1.6
Pacujá,CE,97.88,80.0,1.6
Pedrinhas,SE,14.81,21.39,1.4
Cruz,CE,99.53,80.0,1.4
Cariré,CE,99.57,80.0,1.4
Casa Nova,BA,13.13,19.44,0.6
Canto do Buriti,PI,13.66,20.06,0.5
Riachuelo,SE,11.32,17.27,0.2
Simão Pereira,MG,8.82,14.14,0.2
Filadélfia,TO,11.95,18.04,0.2
